smiles,index
CCCCCCc1c(O)cc(CCCCC)c(Br)c1O,1649
CC1=C[C@H]2[C@H](O)[C@@H](C)CC[C@@H]2[C@@]2(C)C(=O)O[C@H](C)CCC/C=C(\C(=O)O)[C@H](O)[C@@H](C)/C=C/C=C/[C@@H]12,1650
CO[C@@]1(NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,1651
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,1652
CCCCC/C=C/C=C/c1ccc(O)c(O)c1C=O,1653
NCCCCNCCCNC(=O)CNC(=O)CC(O)C(N)CCCC(NC(=O)C(CN)NC(=O)C(O)CNC(=O)CC(N)c1ccc(O)cc1)C(=O)O,1654
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,1655
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1656
CCC1(NC(=O)N(C)C)C(N)C(Nc2cccc(C(C)=O)c2)C(O)(COC(=O)c2c(C)cccc2O)C1(C)O,1657
CC(C)C(=O)OC1C(C=O)=CC(O)C(O)C1O,1658
CCC(=O)C(=O)N(C)C(C(=O)N1CC(CC)CC1C(=O)N(C)C1C(=O)NC(CC(C)C)C(=O)N2CC(C)CC2C(=O)NC(CCC(C)C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(C)C)C(=O)NCC(=O)OC1C)C(C)C,1659
CC(=O)NC[C@H]1CN(c2ccc(C(=O)Nc3nccs3)c(F)c2)C(=O)O1,1660
COc1nsnc1NS(=O)(=O)c1ccc(N)cc1,1661
COc1ncccc1Nc1cc2nc3ccccc3n(-c3ccc(OC(F)(F)F)cc3)c-2cc1=NC1CCC(OC)CC1,1662
CCCCCCCCCc1ccn[nH]1,1663
O=S(=O)(Nc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1)c1ccc(OC(F)(F)F)cc1,1664
CCCCCCCc1cccc(C=CC(=O)c2ccccc2)c1-[c-]1cccc1.[Fe+2].c1cc[cH-]c1,1665
O=C(O)[C@@H]1CS[C@H]2CS[C@H](CS)N21,1666
Cc1ncc[n-]1.Cc1ncc[n-]1.[Co+2],1667
CCCCCc1cccc(C=CC(=O)c2ccccc2)c1-[c-]1cccc1.[Fe+2].c1cc[cH-]c1,1668
CC[C@H](C)[C@H](NC(=O)c1nc(-c2nc(-c3csc(-c4nc(-c5csc(C(CCCN=C(N)N)N(C)C)n5)oc4C)n3)oc2C)oc1C)C(=O)N[C@H](c1nc(-c2nc(-c3nc(-c4nc(C5=NC(C(=O)N[C@@H](Cc6ccccc6)C(=O)O)C(C)O5)co4)co3)co2)co1)[C@@H](C)CC,1669
O=C(CN1CCCCC1)Nc1cc(C(F)(F)F)cc2c1SSSSS2,1670
CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@H]2C[C@@H](N(C)CC)C[C@@H](C)O2)[C@](C)(OC)CCC(=O)[C@H](C)[C@@H](N(C=O)CCCCn2cnc(-c3ccc(N)nc3)c2)[C@]1(C)O,1671
CC(C)OC(=O)OC(C)OC(=O)C1=C(COC(=O)N(C)C)CS[C@@H]2C(NC(=O)/C(=N/O)c3csc(N)n3)C(=O)N12,1672
Cc1cc(=O)[nH]c2c1C(=O)c1c(CCCCCCC(C)C)cc(=O)[nH]c1C2=O,1673
COc1cc(O)c2c(c1Cl)[C@@](C)(O)[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,1674
COc1cccc(-n2nnnc2S(C)(=O)=O)c1,1675
C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)C[C@@H]1CNC1CC1,1676
Cc1ncc([N+](=O)[O-])n1C,1677
CCCCCCCc1cc(O)c(CCCCCC)c(O)c1Br,1678
C/C=C1\CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC3CCC3)cc12,1679
Cc1ccc(-c2nc(C3=N[C@H](C(=O)O)CS3)cs2)c(O)c1,1680
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc([C@@H](N)CC(N)=O)cc4)C3)[C@H](C)[C@H]12,1681
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1C[C@H]2[C@H](OC(CC(C)O)OC(C)C3OC(C(C)CO)C(=O)N32)[C@H](C)O1,1682
CC(C)OC(=O)OC(C)OC(=O)C1=C(COC(=O)N(C)C)CSC2C(NC(=O)/C(=N\O)c3csc(N)n3)C(=O)N12,1683
CCCCCCC1CC(=O)CCCC(O)CC(=O)C2C(=O)C(OC3CC(OC)C(O)C(C)O3)CC2/C=C(C)/C=C/C=C/C(=O)N1,1684
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,1685
CO[C@H]1C[C@H]2C=C[C@H]3[C@H]4O[C@]2(/C(C)=C\[C@@H](C)[C@@H]([C@@H](C)O)OC1=O)[C@@H]3[C@H](O)[C@@H](C)[C@H]4O,1686
C[C@@](CCN1Cc2cc(C#CC#CC3(CO)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,1687
O=C(O)c1ccc(-n2cc(/C=N/Nc3cccc(F)c3)c(-c3ccc4ccccc4c3)n2)cc1,1688
O=C1NC[C@@H]2C[C@@H]3CN(C(=O)N3OS(=O)(=O)O)[C@H]12,1689
COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC)CC(C)(O)C3O,1690
C[C@@H]1CC(c2csc(SC3=C(C(=O)O)N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)n2)=CCN1,1691
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1692
CCOc1cc(/C=C2/SC(=N)NC2=O)ccc1OCc1ccccc1,1693
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,1694
CC(C)CCCCCCC1CC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NC(C(O)C(=O)O)C(=O)NC(CO)C(=O)N2CCC(O)C2C(=O)NC(C(O)C(=O)O)C(=O)O1,1695
O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O,1696
Oc1c(Cl)cc(Cl)c2cccnc12.Oc1c(Cl)ccc2cccnc12.Oc1ccc(Cl)c2cccnc12,1697
CCSCCC(=O)NCCNC(=O)[C@H](O)C(C)(C)CO,1698
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CN)NC(=O)[C@@H](NC(=O)C[C@H](CN)c2cccc(Cl)c2)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,1699
CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1700
O=C(O)c1ccc(-n2cc(/C=N/Nc3c(F)c(F)c(F)c(F)c3F)c(-c3ccc4ccccc4c3)n2)cc1,1701
CSCC[C@H](NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)N[C@@H](C(=O)N/C=C1\CC(O)C(N2CCC(=O)NC2=O)O1)C(C)N(C)C(=O)[C@H](Cc1cccc(O)c1)NC(=O)CN,1702
Nc1cc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)c(Cl)c32)c(F)cc1F,1703
CCCCCCC=C[N+]([O-])=NC(COC)C(C)O,1704
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,1705
CC(N)C(=O)NC(C(=O)O)C(CC=O)C(=O)NO,1706
CC(C)CCCCCCCCCC1CC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NC(C(O)C(=O)O)C(=O)NC(CO)C(=O)N2CCC(O)C2C(=O)NC(C(O)C(=O)O)C(=O)O1,1707
NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,1708
COC(=O)C1CC(O)(c2ccccc2)C1,1709
CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H]3CSC[C@@H](N)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](C(C)C)C(=O)N3)[C@H](C)SC[C@H](NC(=O)[C@H](CCC(=O)O)NC1=O)C(=O)NCC(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CS[C@H]2C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)CS[C@H]1C,1710
C=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)[C@@H](CCCNC(=N)N)[C@@H](CSC1CC(=O)N(CCCCCCNC(=O)C(C)(C)O/N=C(\C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(C[n+]4ccccc4)CS[C@H]23)c2csc(N)n2)C1=O)C(N)=O,1711
Oc1cc(Cl)ccc1Oc1ccccc1,1712
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCCN)[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)O)C(C)C)C(C)C,1713
CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,1714
O=C(CN1CCOCC1)Nc1cc(C(F)(F)F)cc2c1SSSSS2,1715
COC1C(=O)OC2C(O)CO/C=C/C3=C(CCC(=O)OCC2/C=C(\C)C24OC5CC(O)C2C(C=CC4C1OC)C5)C(=O)OC3=O,1716
COc1cc2c(c(O)c1Cl)C(=O)c1c(cc3cc(O)cc(-c4c(O)cc(O)c(Cl)c4C)c3c1O)C2(C)C,1717
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C/C(C)=C\C1COC1OC(C)C(O)C(OC)C1OC,1718
COc1cc(Cc2cnc(N)nc2N)cc(/C=C/C(=O)N2N=Cc3ccccc3C2c2cnc(N(C)C)nc2)c1OC,1719
COc1cccc2c1C(=O)c1c(O)cc([C@@H]3OC(=O)C[C@]3(C)O)c(O)c1C2=O,1720
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CCn3c([N+](=O)[O-])cnc3C)CC2)N=5)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1721
Cc1c(NCCCO)c(F)cc2c(=O)c(C(=O)O)cn(-c3cc(N)c(F)cc3F)c12,1722
C[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C[C@H](C)N1,1723
CC(=O)O[C@@H]1[C@H]2[C@H](C)[C@H](O)CC[C@]2(C)[C@@H]2CC[C@H]3C(=C(CCC=C(C)C)C(=O)O)[C@@H](OC(C)=O)C[C@]3(C)[C@@]2(C)[C@H]1O,1724
Cc1ccc(NC(=O)C(S)Cc2ccccc2)cc1,1725
CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)N/C=C1/CC(O)C(N2CCC(=O)NC2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2CN1,1726
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1727
CC(=CCC(O)CC1CCCN1C(=N)N)C(O)CC=CC(O)C(C)C=CC(O)CC=C(C)C(O)C(C)CCC1C(C)=CC2C(O)C(O)CCC2C1(C)C(=O)C1C(=O)CNC1=O,1728
CCCSc1nn2c(=O)c3ccccc3nc2s1,1729
NCC(O)CNC(=O)c1cc(-c2c[nH]c3ccc(Cl)cc23)nc2cc(Cl)c(C#CCN3CCCCC3)cc12,1730
CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,1731
CC[C@H](F)C/C=C\[C@@H](C)[C@@H](NC(=O)[C@H]1NC[C@@H]2C[C@H](CC(C)C)CCO[C@H]21)[C@H]1O[C@H](S)[C@H](O)[C@@H](O)[C@H]1O,1732
COC1CCC(CCC(=O)c2sc(-c3cccs3)nc2C)CC1,1733
C[C@@](O)(C(F)F)[C@H](NC(=O)c1ccc(C#CC#CC2CC2)cc1)C(=O)NO,1734
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1735
Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,1736
NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F,1737
O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])s1,1738
CC1OC(OC2C(C)OC(OC3C(O)CC(OC4C(O)C(OC5C(C)OC(OC6C(C)OC(OC7C(O)C(C)OC(OC8C(C)OC(OC9C(C)OC(OC%10C(C)OC(OC%11C(C)OC(Oc%12ccc(/C=C/C(=O)NCCS(=O)(=O)O)cc%12O)C(OS(=O)(=O)O)C%11O)CC%10(C)N)C(O)C9O)CC8(C)N)C7O)C(O)C6O)CC5(C)N)OC(C)C4OC4CC(C)(N)C(O)C(C)O4)OC3C)CC2(C)N)C(O)C(OC2CC(O)C(OC3CC(C)(N)C(OC4CC(O)C(OC5CC(C)(N)C(OC6CC(C)(N)C(O)C(C)O6)C(C)O5)C(C)O4)C(C)O3)C(C)O2)C1O,1739
NC(N)=NN1CCN([C@]2(C(=O)O)CN3C(=O)[C@@H](NC(=O)[C@@H](c4ccc(O)cc4F)S(=O)(=O)O)[C@H]3S2)C1=O,1740
C=C/C(C)=C/[C@@]1(CC(N)=O)SC(=O)C(CC)C1=O,1741
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,1742
C=C1Oc2cc(OC)cc(C(=O)OC)c2NC1=O,1743
CC(C)[C@@H]([NH3+])C(=O)O[C@H](C)[C@@H]1C/C=C/CC[C@H](O)C(C)(C)[C@@H]2CC[C@@H](C)[C@]3(O2)O[B-]24OC(C(=O)O1)[C@@]1(O[C@@H](CC[C@H]1C)C(C)(C)[C@H](O)CCC[C@@H]1C[C@H](OC(=O)C3O2)[C@@H](C)O1)O4,1744
c1cc(-c2nc3ccc(-c4ccc5nc(-c6ccncc6)[nH]c5c4)cc3[nH]2)ccn1,1745
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1746
CC(Oc1ccc(Cl)cc1Cl)C(=O)NCc1ccc2c(c1)OCO2,1747
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](N)C(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCc1nc(-c2nc(C(=O)NCC(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)NCC(=O)NCc3nc(C(=O)NCC(=O)NCc4csc(C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)NCc5nc(-c6nc(C(=O)NCC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCc7nc(C(=O)NCC(=O)NCc8nc(C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](Cc9c[nH]cn9)C(=O)N[C@@H](C(=O)O)[C@@H](C)CC)co8)co7)co6)cs5)n4)cs3)cs2)co1,1748
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2cnn(C(=O)Nc3ccc(Cl)c(Cl)c3)c2c1,1749
C/C1=C\C=C\C(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CC(O)CC(O)CC(O)/C(C)=C/C=C/C(C)C(C(C)CCC/C=C/CCCN=C(N)N)OC1=O)CC(O)C2O,1750
COc1ccc(C=O)cc1,1751
O=C(O)c1ccc(-c2ccc(/C=C3\S/C(=N/c4ccc(Cl)cc4)N(c4ccccc4)C3=O)o2)cc1,1752
CCCCC(=O)NCCNC(=O)[C@H](O)C(C)(C)CO,1753
Cc1c(-c2cc(F)c(N)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,1754
CC(=O)C1=C[C@]2(O[C@H]3CC[C@@](O)(C(=O)CO)[C@H](C)O3)C(=O)c3c(cc4cccc(O)c4c3O)C[C@@H]2[C@@H](O)[C@H]1O,1755
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1756
CCCC[C@H](CN(O)C=O)C(=O)N1CCC[C@H]1C(=O)N=c1ccc(F)cn1O,1757
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2[C@H](/C(N)=N/O[C@@H](C)c3nnc(-c4ccccn4)s3)C(=O)O[C@@]21C,1758
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,1759
CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cn[nH]n4)cc3)c(F)c2)C(=O)O1,1760
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1761
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,1762
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccccc1[N+](=O)[O-],1763
OC(COc1ccc(Cl)c(Cl)c1)CN1CCC(Nc2nccc(C(F)(F)F)n2)CC1,1764
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1765
CO/N=C(/C(=O)NC1CN2CC(C(=O)OC)=C(C(=O)O)N2C1=O)c1csc(N)n1,1766
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(-c4cnco4)cc3)CS[C@H]12)c1csc(N)n1,1767
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1768
CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OC[C@H]2/C=C/C=C/C(=O)[C@H](C)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)CC4(OC(=O)O[C@H]4C)[C@H]3O)[C@@H](C)/C=C/C(=O)O[C@@H]2C)[C@@H]1OC,1769
C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,1770
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,1771
C/C1=C/[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)C32C(=O)CCC(=O)C1=O,1772
O=c1[nH]c(=S)n([C@H]2C[C@H](O)[C@@H](CO)O2)nc1-c1ccccc1,1773
CCC(C)C1NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)CCCN=C(N)N)CSSCC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC1=O,1774
O=C(O)c1ccc(-n2cc(/C=N/Nc3ccccc3F)c(-c3ccc4ccccc4c3)n2)cc1,1775
O=Cc1c(CO)cc(O)c(O)c1O,1776
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2C(OC2C[C@H](N)[C@H](OC(C[C@H](C)O)O[C@H](C)CO)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,1777
O=C(O)c1ccc(-c2ccc3cc(O)c(C45CC6CC(CC(C6)C4)C5)cc3c2)cc1,1778
Cn1c([N+](=O)[O-])cnc1COC(N)=O,1779
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1,1780
CC1OC(=O)C2=C1OC1C(O)C3(O)CCCCC3C(C)(C2=O)C1C,1781
C[C@H]1C[C@@H](C)[C@@H]2[C@@H](/C=C/C=C/C(=O)O)[C@@H](C)C=C[C@H]2C1,1782
CC(O)[C@@H]1C(=O)N2[C@@H]1C[C@H](SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO)[C@@H]2C(=O)O,1783
CNC1CC(NC)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O,1784
Cn1c(=O)cc(CO)c2cc3c(CO)cc(=O)n4c3c(c21)OC4,1785
CC(CCCC[C@@H]1NC(=O)N[C@@H]1C)C(=O)O,1786
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,1787
C[N+](C)(C)CCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OCCC[N+](C)(C)C)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,1788
CC/C(C(=O)O)=C(\CC)C(=O)O,1789
C/C=C/[C@@H]1C=C[C@@H]2C[C@H](C)CC[C@H]2[C@]1(C)C(=O)C1C(=O)[C@H](CO)N(C)C1=O,1790
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,1791
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,1792
COc1cc2cc3c(c(O)c2c(O)c1-c1c(OC)cc2cc4c(c(O)c2c1O)C(=O)O[C@H](C)C4)C(=O)O[C@H](C)C3,1793
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@H](O[C@@H]2[C@H]1O)O[C@H](C)C[C@@]3(O)CNCc1ccc(F)cc1,1794
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O.CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCN(CCO)CC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1795
COc1c(N2C[C@H](CNC3CC3)[C@H](F)C2)c(F)cc2c(=O)c(C(=O)O)cn(CCF)c12,1796
C=C(NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1coc(n1)C(=C)NC(=O)C(=C)NC(=O)c1nc(oc1C)C(=C)NC(=O)C(C(C)C)NC(=O)C(=C)NC(=O)c1coc(n1)C(=CC)NC(=O)C(C(C)O)NC(=O)c1csc-2n1)C(N)=O,1797
CC1(C)C=Cc2c(ccc3c2[N+]([O-])=C2C3=C[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1,1798
C[n+]1ccc(SCC2=C(C(=O)O)N3C(=O)[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)[O-])c4csc(N)n4)[C@@H]3[S+]([O-])C2)cc1,1799
CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1800
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](CCO)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCC1=N[C@@H](c2nc(C(=O)NCCC(=N)N)cs2)CS1)C(C)(C)O)[C@@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,1801
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,1802
C/C=C(\NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)[C@H]([C@@H](C)O)NC(=O)c3csc(n3)[C@H](C(C)C)NC(=O)c3csc(n3)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c3csc-4n3)n2)n1)C(=O)NCC(C)=O,1803
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1804
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)c3ccc(NS(=O)(=O)CCN)c(O)c3)CS[C@H]12)c1csc(N)n1,1805
COC1CCC(OC2(C)C(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)CC6C)O5)O3)C(OC)C4C)OC(O)(C(C)C(=O)O)C(C)C2OC)OC1C,1806
